Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Variant SKU,Variant Inventory Qty,Variant Price,Variant Compare At Price,Image Src
lab-grown-diamond-ring-0091,Lab Grown Diamond Ring Model 0091,<p>Exquisite lab grown diamond ring designed for elegance and durability. Perfect for any occasion.</p>,Demo Brand,Apparel & Accessories > Jewelry,Ring,"Lab Grown Diamond, Ring, Demo",TRUE,Size,11,SKU-LA-RI-0091,8,19852,,
lab-grown-diamond-ring-0092,Lab Grown Diamond Ring Model 0092,<p>Exquisite lab grown diamond ring designed for elegance and durability. Perfect for any occasion.</p>,Demo Brand,Apparel & Accessories > Jewelry,Ring,"Lab Grown Diamond, Ring, Demo",TRUE,Size,18,SKU-LA-RI-0092,3,121240,,
lab-grown-diamond-ring-0093,Lab Grown Diamond Ring Model 0093,<p>Exquisite lab grown diamond ring designed for elegance and durability. Perfect for any occasion.</p>,Demo Brand,Apparel & Accessories > Jewelry,Ring,"Lab Grown Diamond, Ring, Demo",TRUE,Size,11,SKU-LA-RI-0093,6,100739,,
lab-grown-diamond-ring-0094,Lab Grown Diamond Ring Model 0094,<p>Exquisite lab grown diamond ring designed for elegance and durability. Perfect for any occasion.</p>,Demo Brand,Apparel & Accessories > Jewelry,Ring,"Lab Grown Diamond, Ring, Demo",TRUE,Size,11,SKU-LA-RI-0094,13,17660,,
lab-grown-diamond-ring-0095,Lab Grown Diamond Ring Model 0095,<p>Exquisite lab grown diamond ring designed for elegance and durability. Perfect for any occasion.</p>,Demo Brand,Apparel & Accessories > Jewelry,Ring,"Lab Grown Diamond, Ring, Demo",TRUE,Size,18,SKU-LA-RI-0095,11,121662,,
lab-grown-diamond-ring-0096,Lab Grown Diamond Ring Model 0096,<p>Exquisite lab grown diamond ring designed for elegance and durability. Perfect for any occasion.</p>,Demo Brand,Apparel & Accessories > Jewelry,Ring,"Lab Grown Diamond, Ring, Demo",TRUE,Size,13,SKU-LA-RI-0096,18,37369,50695,
lab-grown-diamond-ring-0097,Lab Grown Diamond Ring Model 0097,<p>Exquisite lab grown diamond ring designed for elegance and durability. Perfect for any occasion.</p>,Demo Brand,Apparel & Accessories > Jewelry,Ring,"Lab Grown Diamond, Ring, Demo",TRUE,Size,11,SKU-LA-RI-0097,9,77289,,
lab-grown-diamond-ring-0098,Lab Grown Diamond Ring Model 0098,<p>Exquisite lab grown diamond ring designed for elegance and durability. Perfect for any occasion.</p>,Demo Brand,Apparel & Accessories > Jewelry,Ring,"Lab Grown Diamond, Ring, Demo",TRUE,Size,14,SKU-LA-RI-0098,2,137685,188267,
lab-grown-diamond-ring-0099,Lab Grown Diamond Ring Model 0099,<p>Exquisite lab grown diamond ring designed for elegance and durability. Perfect for any occasion.</p>,Demo Brand,Apparel & Accessories > Jewelry,Ring,"Lab Grown Diamond, Ring, Demo",TRUE,Size,15,SKU-LA-RI-0099,18,26753,36877,
lab-grown-diamond-ring-0100,Lab Grown Diamond Ring Model 0100,<p>Exquisite lab grown diamond ring designed for elegance and durability. Perfect for any occasion.</p>,Demo Brand,Apparel & Accessories > Jewelry,Ring,"Lab Grown Diamond, Ring, Demo",TRUE,Size,14,SKU-LA-RI-0100,20,69289,,
lab-grown-diamond-ring-0101,Lab Grown Diamond Ring Model 0101,<p>Exquisite lab grown diamond ring designed for elegance and durability. Perfect for any occasion.</p>,Demo Brand,Apparel & Accessories > Jewelry,Ring,"Lab Grown Diamond, Ring, Demo",TRUE,Size,15,SKU-LA-RI-0101,8,87346,,
lab-grown-diamond-ring-0102,Lab Grown Diamond Ring Model 0102,<p>Exquisite lab grown diamond ring designed for elegance and durability. Perfect for any occasion.</p>,Demo Brand,Apparel & Accessories > Jewelry,Ring,"Lab Grown Diamond, Ring, Demo",TRUE,Size,16,SKU-LA-RI-0102,10,66817,,
lab-grown-diamond-ring-0103,Lab Grown Diamond Ring Model 0103,<p>Exquisite lab grown diamond ring designed for elegance and durability. Perfect for any occasion.</p>,Demo Brand,Apparel & Accessories > Jewelry,Ring,"Lab Grown Diamond, Ring, Demo",TRUE,Size,15,SKU-LA-RI-0103,5,90304,,
lab-grown-diamond-ring-0104,Lab Grown Diamond Ring Model 0104,<p>Exquisite lab grown diamond ring designed for elegance and durability. Perfect for any occasion.</p>,Demo Brand,Apparel & Accessories > Jewelry,Ring,"Lab Grown Diamond, Ring, Demo",TRUE,Size,12,SKU-LA-RI-0104,11,123025,,
lab-grown-diamond-ring-0105,Lab Grown Diamond Ring Model 0105,<p>Exquisite lab grown diamond ring designed for elegance and durability. Perfect for any occasion.</p>,Demo Brand,Apparel & Accessories > Jewelry,Ring,"Lab Grown Diamond, Ring, Demo",TRUE,Size,13,SKU-LA-RI-0105,10,75403,87808,
lab-grown-diamond-ring-0106,Lab Grown Diamond Ring Model 0106,<p>Exquisite lab grown diamond ring designed for elegance and durability. Perfect for any occasion.</p>,Demo Brand,Apparel & Accessories > Jewelry,Ring,"Lab Grown Diamond, Ring, Demo",TRUE,Size,14,SKU-LA-RI-0106,14,114766,,
lab-grown-diamond-ring-0107,Lab Grown Diamond Ring Model 0107,<p>Exquisite lab grown diamond ring designed for elegance and durability. Perfect for any occasion.</p>,Demo Brand,Apparel & Accessories > Jewelry,Ring,"Lab Grown Diamond, Ring, Demo",TRUE,Size,13,SKU-LA-RI-0107,6,114916,146834,
lab-grown-diamond-ring-0108,Lab Grown Diamond Ring Model 0108,<p>Exquisite lab grown diamond ring designed for elegance and durability. Perfect for any occasion.</p>,Demo Brand,Apparel & Accessories > Jewelry,Ring,"Lab Grown Diamond, Ring, Demo",TRUE,Size,17,SKU-LA-RI-0108,9,136140,,
lab-grown-diamond-ring-0109,Lab Grown Diamond Ring Model 0109,<p>Exquisite lab grown diamond ring designed for elegance and durability. Perfect for any occasion.</p>,Demo Brand,Apparel & Accessories > Jewelry,Ring,"Lab Grown Diamond, Ring, Demo",TRUE,Size,17,SKU-LA-RI-0109,19,100877,,
lab-grown-diamond-ring-0110,Lab Grown Diamond Ring Model 0110,<p>Exquisite lab grown diamond ring designed for elegance and durability. Perfect for any occasion.</p>,Demo Brand,Apparel & Accessories > Jewelry,Ring,"Lab Grown Diamond, Ring, Demo",TRUE,Size,10,SKU-LA-RI-0110,20,120661,,
lab-grown-diamond-ring-0111,Lab Grown Diamond Ring Model 0111,<p>Exquisite lab grown diamond ring designed for elegance and durability. Perfect for any occasion.</p>,Demo Brand,Apparel & Accessories > Jewelry,Ring,"Lab Grown Diamond, Ring, Demo",TRUE,Size,12,SKU-LA-RI-0111,19,129446,,
lab-grown-diamond-ring-0112,Lab Grown Diamond Ring Model 0112,<p>Exquisite lab grown diamond ring designed for elegance and durability. Perfect for any occasion.</p>,Demo Brand,Apparel & Accessories > Jewelry,Ring,"Lab Grown Diamond, Ring, Demo",TRUE,Size,11,SKU-LA-RI-0112,6,72780,,
lab-grown-diamond-ring-0113,Lab Grown Diamond Ring Model 0113,<p>Exquisite lab grown diamond ring designed for elegance and durability. Perfect for any occasion.</p>,Demo Brand,Apparel & Accessories > Jewelry,Ring,"Lab Grown Diamond, Ring, Demo",TRUE,Size,14,SKU-LA-RI-0113,12,141831,,
lab-grown-diamond-ring-0114,Lab Grown Diamond Ring Model 0114,<p>Exquisite lab grown diamond ring designed for elegance and durability. Perfect for any occasion.</p>,Demo Brand,Apparel & Accessories > Jewelry,Ring,"Lab Grown Diamond, Ring, Demo",TRUE,Size,12,SKU-LA-RI-0114,6,22253,,
lab-grown-diamond-ring-0115,Lab Grown Diamond Ring Model 0115,<p>Exquisite lab grown diamond ring designed for elegance and durability. Perfect for any occasion.</p>,Demo Brand,Apparel & Accessories > Jewelry,Ring,"Lab Grown Diamond, Ring, Demo",TRUE,Size,10,SKU-LA-RI-0115,17,149213,,
lab-grown-diamond-ring-0116,Lab Grown Diamond Ring Model 0116,<p>Exquisite lab grown diamond ring designed for elegance and durability. Perfect for any occasion.</p>,Demo Brand,Apparel & Accessories > Jewelry,Ring,"Lab Grown Diamond, Ring, Demo",TRUE,Size,18,SKU-LA-RI-0116,2,104096,,
lab-grown-diamond-ring-0117,Lab Grown Diamond Ring Model 0117,<p>Exquisite lab grown diamond ring designed for elegance and durability. Perfect for any occasion.</p>,Demo Brand,Apparel & Accessories > Jewelry,Ring,"Lab Grown Diamond, Ring, Demo",TRUE,Size,11,SKU-LA-RI-0117,11,55216,69374,
lab-grown-diamond-ring-0118,Lab Grown Diamond Ring Model 0118,<p>Exquisite lab grown diamond ring designed for elegance and durability. Perfect for any occasion.</p>,Demo Brand,Apparel & Accessories > Jewelry,Ring,"Lab Grown Diamond, Ring, Demo",TRUE,Size,16,SKU-LA-RI-0118,16,53719,,
lab-grown-diamond-ring-0119,Lab Grown Diamond Ring Model 0119,<p>Exquisite lab grown diamond ring designed for elegance and durability. Perfect for any occasion.</p>,Demo Brand,Apparel & Accessories > Jewelry,Ring,"Lab Grown Diamond, Ring, Demo",TRUE,Size,16,SKU-LA-RI-0119,12,59569,,
lab-grown-diamond-ring-0120,Lab Grown Diamond Ring Model 0120,<p>Exquisite lab grown diamond ring designed for elegance and durability. Perfect for any occasion.</p>,Demo Brand,Apparel & Accessories > Jewelry,Ring,"Lab Grown Diamond, Ring, Demo",TRUE,Size,10,SKU-LA-RI-0120,16,123568,154234,
lab-grown-diamond-ring-0121,Lab Grown Diamond Ring Model 0121,<p>Exquisite lab grown diamond ring designed for elegance and durability. Perfect for any occasion.</p>,Demo Brand,Apparel & Accessories > Jewelry,Ring,"Lab Grown Diamond, Ring, Demo",TRUE,Size,17,SKU-LA-RI-0121,9,38713,,
lab-grown-diamond-ring-0122,Lab Grown Diamond Ring Model 0122,<p>Exquisite lab grown diamond ring designed for elegance and durability. Perfect for any occasion.</p>,Demo Brand,Apparel & Accessories > Jewelry,Ring,"Lab Grown Diamond, Ring, Demo",TRUE,Size,11,SKU-LA-RI-0122,5,97723,,
lab-grown-diamond-ring-0123,Lab Grown Diamond Ring Model 0123,<p>Exquisite lab grown diamond ring designed for elegance and durability. Perfect for any occasion.</p>,Demo Brand,Apparel & Accessories > Jewelry,Ring,"Lab Grown Diamond, Ring, Demo",TRUE,Size,12,SKU-LA-RI-0123,20,139842,,
lab-grown-diamond-ring-0124,Lab Grown Diamond Ring Model 0124,<p>Exquisite lab grown diamond ring designed for elegance and durability. Perfect for any occasion.</p>,Demo Brand,Apparel & Accessories > Jewelry,Ring,"Lab Grown Diamond, Ring, Demo",TRUE,Size,12,SKU-LA-RI-0124,1,146720,,
lab-grown-diamond-ring-0125,Lab Grown Diamond Ring Model 0125,<p>Exquisite lab grown diamond ring designed for elegance and durability. Perfect for any occasion.</p>,Demo Brand,Apparel & Accessories > Jewelry,Ring,"Lab Grown Diamond, Ring, Demo",TRUE,Size,13,SKU-LA-RI-0125,1,52097,,
lab-grown-diamond-ring-0126,Lab Grown Diamond Ring Model 0126,<p>Exquisite lab grown diamond ring designed for elegance and durability. Perfect for any occasion.</p>,Demo Brand,Apparel & Accessories > Jewelry,Ring,"Lab Grown Diamond, Ring, Demo",TRUE,Size,13,SKU-LA-RI-0126,18,131099,,
lab-grown-diamond-ring-0127,Lab Grown Diamond Ring Model 0127,<p>Exquisite lab grown diamond ring designed for elegance and durability. Perfect for any occasion.</p>,Demo Brand,Apparel & Accessories > Jewelry,Ring,"Lab Grown Diamond, Ring, Demo",TRUE,Size,17,SKU-LA-RI-0127,16,145526,,
lab-grown-diamond-ring-0128,Lab Grown Diamond Ring Model 0128,<p>Exquisite lab grown diamond ring designed for elegance and durability. Perfect for any occasion.</p>,Demo Brand,Apparel & Accessories > Jewelry,Ring,"Lab Grown Diamond, Ring, Demo",TRUE,Size,17,SKU-LA-RI-0128,15,65349,,
lab-grown-diamond-ring-0129,Lab Grown Diamond Ring Model 0129,<p>Exquisite lab grown diamond ring designed for elegance and durability. Perfect for any occasion.</p>,Demo Brand,Apparel & Accessories > Jewelry,Ring,"Lab Grown Diamond, Ring, Demo",TRUE,Size,17,SKU-LA-RI-0129,4,116357,,
lab-grown-diamond-ring-0130,Lab Grown Diamond Ring Model 0130,<p>Exquisite lab grown diamond ring designed for elegance and durability. Perfect for any occasion.</p>,Demo Brand,Apparel & Accessories > Jewelry,Ring,"Lab Grown Diamond, Ring, Demo",TRUE,Size,10,SKU-LA-RI-0130,1,61396,,
lab-grown-diamond-ring-0131,Lab Grown Diamond Ring Model 0131,<p>Exquisite lab grown diamond ring designed for elegance and durability. Perfect for any occasion.</p>,Demo Brand,Apparel & Accessories > Jewelry,Ring,"Lab Grown Diamond, Ring, Demo",TRUE,Size,17,SKU-LA-RI-0131,9,36831,,
lab-grown-diamond-ring-0132,Lab Grown Diamond Ring Model 0132,<p>Exquisite lab grown diamond ring designed for elegance and durability. Perfect for any occasion.</p>,Demo Brand,Apparel & Accessories > Jewelry,Ring,"Lab Grown Diamond, Ring, Demo",TRUE,Size,15,SKU-LA-RI-0132,2,31860,,
lab-grown-diamond-ring-0133,Lab Grown Diamond Ring Model 0133,<p>Exquisite lab grown diamond ring designed for elegance and durability. Perfect for any occasion.</p>,Demo Brand,Apparel & Accessories > Jewelry,Ring,"Lab Grown Diamond, Ring, Demo",TRUE,Size,17,SKU-LA-RI-0133,17,52198,67535,
lab-grown-diamond-ring-0134,Lab Grown Diamond Ring Model 0134,<p>Exquisite lab grown diamond ring designed for elegance and durability. Perfect for any occasion.</p>,Demo Brand,Apparel & Accessories > Jewelry,Ring,"Lab Grown Diamond, Ring, Demo",TRUE,Size,12,SKU-LA-RI-0134,13,58407,,
lab-grown-diamond-ring-0135,Lab Grown Diamond Ring Model 0135,<p>Exquisite lab grown diamond ring designed for elegance and durability. Perfect for any occasion.</p>,Demo Brand,Apparel & Accessories > Jewelry,Ring,"Lab Grown Diamond, Ring, Demo",TRUE,Size,17,SKU-LA-RI-0135,17,80438,,
lab-grown-diamond-ring-0136,Lab Grown Diamond Ring Model 0136,<p>Exquisite lab grown diamond ring designed for elegance and durability. Perfect for any occasion.</p>,Demo Brand,Apparel & Accessories > Jewelry,Ring,"Lab Grown Diamond, Ring, Demo",TRUE,Size,18,SKU-LA-RI-0136,2,55978,,
lab-grown-diamond-ring-0137,Lab Grown Diamond Ring Model 0137,<p>Exquisite lab grown diamond ring designed for elegance and durability. Perfect for any occasion.</p>,Demo Brand,Apparel & Accessories > Jewelry,Ring,"Lab Grown Diamond, Ring, Demo",TRUE,Size,15,SKU-LA-RI-0137,19,66791,88378,
lab-grown-diamond-ring-0138,Lab Grown Diamond Ring Model 0138,<p>Exquisite lab grown diamond ring designed for elegance and durability. Perfect for any occasion.</p>,Demo Brand,Apparel & Accessories > Jewelry,Ring,"Lab Grown Diamond, Ring, Demo",TRUE,Size,14,SKU-LA-RI-0138,1,112797,,
lab-grown-diamond-ring-0139,Lab Grown Diamond Ring Model 0139,<p>Exquisite lab grown diamond ring designed for elegance and durability. Perfect for any occasion.</p>,Demo Brand,Apparel & Accessories > Jewelry,Ring,"Lab Grown Diamond, Ring, Demo",TRUE,Size,13,SKU-LA-RI-0139,17,51983,,
lab-grown-diamond-ring-0140,Lab Grown Diamond Ring Model 0140,<p>Exquisite lab grown diamond ring designed for elegance and durability. Perfect for any occasion.</p>,Demo Brand,Apparel & Accessories > Jewelry,Ring,"Lab Grown Diamond, Ring, Demo",TRUE,Size,13,SKU-LA-RI-0140,19,26890,,
lab-grown-diamond-ring-0141,Lab Grown Diamond Ring Model 0141,<p>Exquisite lab grown diamond ring designed for elegance and durability. Perfect for any occasion.</p>,Demo Brand,Apparel & Accessories > Jewelry,Ring,"Lab Grown Diamond, Ring, Demo",TRUE,Size,12,SKU-LA-RI-0141,16,113057,,
lab-grown-diamond-ring-0142,Lab Grown Diamond Ring Model 0142,<p>Exquisite lab grown diamond ring designed for elegance and durability. Perfect for any occasion.</p>,Demo Brand,Apparel & Accessories > Jewelry,Ring,"Lab Grown Diamond, Ring, Demo",TRUE,Size,16,SKU-LA-RI-0142,1,149945,205203,
lab-grown-diamond-ring-0143,Lab Grown Diamond Ring Model 0143,<p>Exquisite lab grown diamond ring designed for elegance and durability. Perfect for any occasion.</p>,Demo Brand,Apparel & Accessories > Jewelry,Ring,"Lab Grown Diamond, Ring, Demo",TRUE,Size,18,SKU-LA-RI-0143,8,88761,,
lab-grown-diamond-ring-0144,Lab Grown Diamond Ring Model 0144,<p>Exquisite lab grown diamond ring designed for elegance and durability. Perfect for any occasion.</p>,Demo Brand,Apparel & Accessories > Jewelry,Ring,"Lab Grown Diamond, Ring, Demo",TRUE,Size,14,SKU-LA-RI-0144,18,87241,,
lab-grown-diamond-ring-0145,Lab Grown Diamond Ring Model 0145,<p>Exquisite lab grown diamond ring designed for elegance and durability. Perfect for any occasion.</p>,Demo Brand,Apparel & Accessories > Jewelry,Ring,"Lab Grown Diamond, Ring, Demo",TRUE,Size,13,SKU-LA-RI-0145,16,72526,,
lab-grown-diamond-ring-0146,Lab Grown Diamond Ring Model 0146,<p>Exquisite lab grown diamond ring designed for elegance and durability. Perfect for any occasion.</p>,Demo Brand,Apparel & Accessories > Jewelry,Ring,"Lab Grown Diamond, Ring, Demo",TRUE,Size,13,SKU-LA-RI-0146,18,76512,,
lab-grown-diamond-ring-0147,Lab Grown Diamond Ring Model 0147,<p>Exquisite lab grown diamond ring designed for elegance and durability. Perfect for any occasion.</p>,Demo Brand,Apparel & Accessories > Jewelry,Ring,"Lab Grown Diamond, Ring, Demo",TRUE,Size,12,SKU-LA-RI-0147,6,81676,,
lab-grown-diamond-ring-0148,Lab Grown Diamond Ring Model 0148,<p>Exquisite lab grown diamond ring designed for elegance and durability. Perfect for any occasion.</p>,Demo Brand,Apparel & Accessories > Jewelry,Ring,"Lab Grown Diamond, Ring, Demo",TRUE,Size,16,SKU-LA-RI-0148,8,126182,,
lab-grown-diamond-ring-0149,Lab Grown Diamond Ring Model 0149,<p>Exquisite lab grown diamond ring designed for elegance and durability. Perfect for any occasion.</p>,Demo Brand,Apparel & Accessories > Jewelry,Ring,"Lab Grown Diamond, Ring, Demo",TRUE,Size,18,SKU-LA-RI-0149,5,22994,31470,
lab-grown-diamond-ring-0150,Lab Grown Diamond Ring Model 0150,<p>Exquisite lab grown diamond ring designed for elegance and durability. Perfect for any occasion.</p>,Demo Brand,Apparel & Accessories > Jewelry,Ring,"Lab Grown Diamond, Ring, Demo",TRUE,Size,10,SKU-LA-RI-0150,15,42151,,
lab-grown-diamond-ring-0151,Lab Grown Diamond Ring Model 0151,<p>Exquisite lab grown diamond ring designed for elegance and durability. Perfect for any occasion.</p>,Demo Brand,Apparel & Accessories > Jewelry,Ring,"Lab Grown Diamond, Ring, Demo",TRUE,Size,14,SKU-LA-RI-0151,2,115888,147830,
lab-grown-diamond-ring-0152,Lab Grown Diamond Ring Model 0152,<p>Exquisite lab grown diamond ring designed for elegance and durability. Perfect for any occasion.</p>,Demo Brand,Apparel & Accessories > Jewelry,Ring,"Lab Grown Diamond, Ring, Demo",TRUE,Size,17,SKU-LA-RI-0152,13,91978,,
lab-grown-diamond-ring-0153,Lab Grown Diamond Ring Model 0153,<p>Exquisite lab grown diamond ring designed for elegance and durability. Perfect for any occasion.</p>,Demo Brand,Apparel & Accessories > Jewelry,Ring,"Lab Grown Diamond, Ring, Demo",TRUE,Size,15,SKU-LA-RI-0153,18,99195,,
lab-grown-diamond-ring-0154,Lab Grown Diamond Ring Model 0154,<p>Exquisite lab grown diamond ring designed for elegance and durability. Perfect for any occasion.</p>,Demo Brand,Apparel & Accessories > Jewelry,Ring,"Lab Grown Diamond, Ring, Demo",TRUE,Size,14,SKU-LA-RI-0154,14,36000,45678,
lab-grown-diamond-ring-0155,Lab Grown Diamond Ring Model 0155,<p>Exquisite lab grown diamond ring designed for elegance and durability. Perfect for any occasion.</p>,Demo Brand,Apparel & Accessories > Jewelry,Ring,"Lab Grown Diamond, Ring, Demo",TRUE,Size,15,SKU-LA-RI-0155,7,74360,,
lab-grown-diamond-ring-0156,Lab Grown Diamond Ring Model 0156,<p>Exquisite lab grown diamond ring designed for elegance and durability. Perfect for any occasion.</p>,Demo Brand,Apparel & Accessories > Jewelry,Ring,"Lab Grown Diamond, Ring, Demo",TRUE,Size,15,SKU-LA-RI-0156,6,32324,,
lab-grown-diamond-ring-0157,Lab Grown Diamond Ring Model 0157,<p>Exquisite lab grown diamond ring designed for elegance and durability. Perfect for any occasion.</p>,Demo Brand,Apparel & Accessories > Jewelry,Ring,"Lab Grown Diamond, Ring, Demo",TRUE,Size,11,SKU-LA-RI-0157,11,45859,,
